# Time-averaged data for fix 42
# TimeStep Number-of-rows
# Row c_rdf2[1] c_rdf2[2] c_rdf2[3]
2000 1000
940 5.97992 0.937973 41.7565
941 5.98628 1.09876 41.905
942 5.99265 1.01521 42.0425
943 5.99901 1.02411 42.1815
944 6.00538 1.02561 42.321
945 6.01174 1.01977 42.46
946 6.01811 1.10547 42.611
947 6.02447 0.967983 42.7435
948 6.03084 1.10445 42.895
949 6.0372 1.04393 43.0385
950 6.04357 1.04536 43.1825
951 6.04993 1.06852 43.33
952 6.0563 1.01928 43.471
953 6.06266 1.046 43.616
954 6.06903 1.03661 43.76
955 6.07539 0.991335 43.898
956 6.08176 1.00718 44.0385
957 6.08812 1.04442 44.1845
958 6.09449 1.02083 44.3275
959 6.10085 0.943897 44.46
960 6.10722 0.970367 44.5965
961 6.11358 0.968347 44.733
962 6.11995 0.923858 44.8635
963 6.12631 1.0597 45.0135
964 6.13268 1.0293 45.1595
965 6.13904 0.830177 45.2775
966 6.14541 0.905687 45.4065
967 6.15177 1.06146 45.558
968 6.15814 0.999833 45.701
969 6.1645 1.00475 45.845
970 6.17087 1.05142 45.996
971 6.17723 1.11179 46.156
972 6.1836 1.01589 46.3025
973 6.18996 1.05186 46.4545
974 6.19633 1.03243 46.604
975 6.20269 0.978628 46.746
976 6.20906 1.00413 46.892
977 6.21542 1.08787 47.0505
978 6.22179 0.883587 47.1795
979 6.22815 0.857858 47.305
980 6.23452 0.95502 47.445
981 6.24088 0.956477 47.5855
982 6.24725 1.01567 47.735
983 6.25361 0.864447 47.8625
984 6.25998 0.994631 48.0095
985 6.26634 1.023 48.161
986 6.27271 1.09168 48.323
987 6.27907 0.978503 48.4685
988 6.28544 0.94632 48.6095
989 6.2918 0.954453 48.752
990 6.29817 1.01603 48.904
991 6.30453 0.980622 49.051
992 6.3109 0.968659 49.1965
993 6.31726 1.00657 49.348
994 6.32363 0.83878 49.4745
995 6.32999 0.880107 49.6075
996 6.33636 0.94438 49.7505
997 6.34272 0.955667 49.8955
998 6.34909 0.871532 50.028
999 6.35545 1.02077 50.1835
1000 6.36182 1.01873 50.339
